Name,Platform,MSRP,Buy Digital,Buy Physical,Demo Available,DLC Available,Publisher,Developer,ESRB,Release Date,No. of Players,Rom File Size,Switch Online Play,Switch Online Save,Switch Online App,Action,Adventure,Application,Arcade,Board Game,Camera,Casual,Communication,Creature Creator,Dance,Education,Edutainment,Fighting,First-Person,Fishing Game,Fitness,Gambling,Hidden Object,Interactive Theme Park,Lifestyle,Mental Training,Multiplayer,Music,Other,Party,Platformer,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Trivia,Undefined,Store Link,Official Site,Time Data Retrieved (UTC)
Yoshi's Crafted World,Nintendo Switch,$59.99,True,True,True,,Nintendo,Good-Feel,Everyone,"Mar 28, 2019",up to 2 players,5.3 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/yoshis-crafted-world-switch,https://yoshiscraftedworld.nintendo.com/,2019-05-15 08:03:58
Tetris® 99,Nintendo Switch,$0.00,True,,,True,Nintendo,ARIKA,Everyone,"Feb 12, 2019",up to 99 players,244 MB,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/tetris-99-switch,https://tetris99.nintendo.com/,2019-05-15 08:03:59
New Super Mario Bros. U Deluxe,Nintendo Switch,$59.99,True,True,,,Nintendo,,Everyone,"Jan 10, 2019",up to 4 players,2.5 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/new-super-mario-bros-u-deluxe-switch,https://newsupermariobrosu.nintendo.com/,2019-05-15 08:03:59
Fitness Boxing,Nintendo Switch,$49.99,True,True,True,,Nintendo,,Teen,"Jan 03, 2019",up to 2 players,1.0 GB,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/fitness-boxing-switch,,2019-05-15 08:03:59
Super Smash Bros. Ultimate,Nintendo Switch,$59.99,True,True,,True,Nintendo,Nintendo / Sora Ltd. / BANDAI NAMCO Studios Inc,Everyone 10+,"Dec 06, 2018",up to 8 players,14.2 GB,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/super-smash-bros-switch,https://www.smashbros.com/,2019-05-15 08:03:59
Super Smash Bros. Ultimate Special Edition,Nintendo Switch,$139.99,,True,,True,Nintendo,Nintendo / Sora Ltd. / BANDAI NAMCO Studios Inc,Everyone 10+,"Dec 06, 2018",up to 8 players,,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/super-smash-bros-ultimate-special-edition-switch,https://www.smashbros.com/,2019-05-15 08:04:00
"Pokémon: Let's Go, Pikachu!",Nintendo Switch,$59.99,True,True,True,,Nintendo,GAME FREAK Inc.,Everyone,"Nov 15, 2018",up to 2 players,4.2 GB,True,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/pokemon-lets-go-pikachu-switch,https://pokemonletsgo.pokemon.com/en-us/,2019-05-15 08:04:00
"Pokémon: Let's Go, Eevee!",Nintendo Switch,$59.99,True,True,True,,Nintendo,GAME FREAK Inc.,Everyone,"Nov 15, 2018",up to 2 players,4.2 GB,True,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/pokemon-lets-go-eevee-switch,https://pokemonletsgo.pokemon.com/en-us/,2019-05-15 08:04:00
Super Mario Party Bundle,Nintendo Switch,$99.99,,True,,,Nintendo,Nintendo,Everyone,"Nov 15, 2018",up to 4 players,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/super-mario-party-bundle-switch,https://supermarioparty.nintendo.com/,2019-05-15 08:04:00
DARK SOULS™: REMASTERED,Nintendo Switch,$39.99,True,True,,,BANDAI NAMCO Entertainment,FromSoftware,Mature,"Oct 18, 2018",up to 6 players,4.0 GB,True,,,True,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/dark-souls-remastered-switch,,2019-05-15 08:04:01
The World Ends with You: Final Remix,Nintendo Switch,$49.99,True,True,,,Nintendo,"SQUARE ENIX CO., LTD.",Teen,"Oct 11, 2018",up to 2 players,2.4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/the-world-ends-with-you-final-remix-switch,,2019-05-15 08:04:01
Super Mario Party,Nintendo Switch,$59.99,True,True,,,Nintendo,Nintendo,Everyone,"Oct 04, 2018",up to 4 players,2.8 GB,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/super-mario-party-switch,https://supermarioparty.nintendo.com/,2019-05-15 08:04:01
Splatoon 2: Starter Pack,Nintendo Switch,$59.99,,True,,True,Nintendo,Nintendo,Everyone 10+,"Sep 27, 2018",up to 8 players,,True,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/splatoon-2-starter-pack-switch,https://splatoon.nintendo.com/,2019-05-15 08:04:02
Super Mario Odyssey: Starter Pack,Nintendo Switch,$59.99,,True,,,Nintendo,Nintendo,Everyone 10+,"Sep 27, 2018",up to 2 players,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/super-mario-odyssey-starter-pack-switch,https://supermario.nintendo.com/,2019-05-15 08:04:02
The Legend of Zelda: Breath of the Wild: Starter Pack,Nintendo Switch,$59.99,,True,,True,Nintendo,Nintendo,Everyone 10+,"Sep 27, 2018",1 player,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/the-legend-of-zelda-breath-of-the-wild-starter-pack-switch,http://www.zelda.com/breath-of-the-wild,2019-05-15 08:04:02
Xenoblade Chronicles 2: Torna ~ The Golden Country,Nintendo Switch,$39.99,True,True,,,Nintendo,,Teen,"Sep 20, 2018",1 player,3.3 GB,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/xenoblade-chronicles-2-torna-the-golden-country-switch,https://xenobladechronicles2.nintendo.com/,2019-05-15 08:04:02
Overcooked! 2,Nintendo Switch,$24.99,True,True,,True,Team17 Digital Ltd,,Everyone,"Aug 06, 2018",up to 4 players,3.8 GB,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,True,,True,,,https://www.nintendo.com/games/detail/overcooked-2-switch,,2019-05-15 08:04:03
Captain Toad: Treasure Tracker,Nintendo Switch,,True,True,True,True,Nintendo,,Everyone,"Jul 12, 2018",up to 2 players,1.6 GB,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/captain-toad-treasure-tracker-switch,http://captaintoad.nintendo.com/,2019-05-15 08:04:03
Wolfenstein II: The New Colossus,Nintendo Switch,$59.99,True,True,,,Bethesda Softworks,MachineGames,Mature,"Jun 28, 2018",1 player,22.0 GB,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/wolfenstein-ii-the-new-colossus-switch,https://wolfenstein.bethesda.net/switch,2019-05-15 08:04:03
Mario Tennis Aces,Nintendo Switch,,True,True,,,Nintendo,Camelot,Everyone,"Jun 21, 2018",up to 4 players,2.3 GB,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/mario-tennis-aces-switch,http://mariotennis.nintendo.com/aces/,2019-05-15 08:04:03
Fortnite,Nintendo Switch,$0.00,True,,,,Epic Games,"Epic Games, Inc",Teen,"Jun 11, 2018",up to 99 players,4.6 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,https://www.nintendo.com/games/detail/fortnite-switch,https://www.fortnite.com,2019-05-15 08:04:04
Splatoon 2 - Starter Edition,Nintendo Switch,$59.99,,True,,True,Nintendo,Nintendo,Everyone 10+,"Mar 15, 2018",up to 8 players,,True,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/splatoon-2-starter-edition-switch,https://splatoon.nintendo.com/,2019-05-15 08:04:04
Xenoblade Chronicles 2,Nintendo Switch,$59.99,True,True,,True,Nintendo,Monolith Soft,Teen,"Nov 30, 2017",1 player,13.2 GB,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/xenoblade-chronicles-2-switch,https://xenobladechronicles2.nintendo.com/,2019-05-15 08:04:04
Xenoblade Chronicles 2 Special Edition,Nintendo Switch,$99.99,,True,,True,Nintendo,Monolith Soft,Teen,"Nov 30, 2017",1 player,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/xenoblade-chronicles-2-special-edition-switch,https://xenobladechronicles2.nintendo.com/,2019-05-15 08:04:04
The Legend of Zelda: Breath of the Wild Explorer's Edition,Nintendo Switch,$59.99,,True,,True,Nintendo,Nintendo,Everyone 10+,"Nov 22, 2017",1 player,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/the-legend-of-zelda-breath-of-the-wild-explorers-edition-switch,http://www.zelda.com/breath-of-the-wild,2019-05-15 08:04:05
The Elder Scrolls V: Skyrim®,Nintendo Switch,$59.99,True,True,,True,Bethesda Softworks,Bethesda Game Studios,Mature,"Nov 16, 2017",1 player,14.5 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/the-elder-scrolls-v-skyrim-switch,https://skyrim.nintendo.com/,2019-05-15 08:04:05
Super Mario Odyssey,Nintendo Switch,,True,True,,,Nintendo,Nintendo,Everyone 10+,"Oct 26, 2017",up to 2 players,5.5 GB,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/super-mario-odyssey-switch,https://supermario.nintendo.com/,2019-05-15 08:04:05
Splatoon 2,Nintendo Switch,$59.99,True,True,,True,Nintendo,Nintendo,Everyone 10+,"Jul 20, 2017",up to 8 players,5.7 GB,True,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/splatoon-2-switch,https://splatoon.nintendo.com/,2019-05-15 08:04:05
ARMS,Nintendo Switch,$59.99,True,True,True,,Nintendo,Nintendo,Everyone 10+,"Jun 15, 2017",up to 2 players,3.2 GB,True,True,,True,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/arms-switch,https://arms.nintendo.com/,2019-05-15 08:04:06
Mario Kart 8 Deluxe,Nintendo Switch,,True,True,,,Nintendo,Nintendo,Everyone,"Apr 27, 2017",up to 12 players,6.9 GB,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/mario-kart-8-deluxe-switch,https://mariokart8.nintendo.com/,2019-05-15 08:04:06
The Legend of Zelda: Breath of the Wild,Nintendo Switch,$59.99,True,True,,True,Nintendo,Nintendo,Everyone 10+,"Mar 02, 2017",1 player,14.4 GB,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/the-legend-of-zelda-breath-of-the-wild-switch,http://www.zelda.com/breath-of-the-wild,2019-05-15 08:04:06
Fantasy Strike,Nintendo Switch,,,,,,Sirlin Games,Sirlin Games,Rating Pending,2019,up to 2 players,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/fantasy-strike-switch,http://www.fantasystrike.com/,2019-05-15 08:04:07
Munchkin,Nintendo Switch,,,,,,Asmodee Digital,,Rating Pending,2019,To be determined,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/munchkin-switch,,2019-05-15 08:04:07
Rune Factory 4 Special,Nintendo Switch,,,,,,"XSEED Games / Marvelous USA, Inc.",Marvelous Entertainment,Rating Pending,2019,1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/rune-factory-4-special-switch,,2019-05-15 08:04:07
Mineko's Night Market,Nintendo Switch,,,,,,Humble Bundle,Meowza Games,Everyone 10+,2019,1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/minekos-night-market-switch,http://minekosnightmarket.com/,2019-05-15 08:04:07
Shovel Knight: King of Cards,Nintendo Switch,,,,,,Yacht Club Games,Yacht Club Games,Everyone,2019,1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/shovel-knight-king-of-cards-switch,http://www.shovelknight.com,2019-05-15 08:04:07
Huntdown,Nintendo Switch,,,,,,Coffee Stain Publishing,Easy Trigger Games,Teen,2019,up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/huntdown-switch,http://huntdowngame.com/,2019-05-15 08:04:08
The Red Lantern,Nintendo Switch,,,,,,"Timberline Studio, Inc.","Timberline Studio, Inc.",Teen,2019,1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/the-red-lantern-switch,,2019-05-15 08:04:08
Bullet Age,Nintendo Switch,,,,,,Liv Games,Liv Games / Halfbot,Everyone 10+,2019,up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/bullet-age-switch,http://bulletage.com/,2019-05-15 08:04:08
Inmost,Nintendo Switch,,,,,,Chucklefish LTD,Hidden Layer Games,Rating Pending,2019,1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/inmost-switch,,2019-05-15 08:04:08
Levelhead,Nintendo Switch,,,,,,Butterscotch Shenanigans,Butterscotch Shenanigans,Everyone,2019,up to 4 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/levelhead-switch,http://levelhead.bscotch.net/,2019-05-15 08:04:09
Catan,Nintendo Switch,,,,,,Asmodee Digital,,Rating Pending,2019,To be determined,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/catan-switch,,2019-05-15 08:04:09
Samurai Gunn 2,Nintendo Switch,,,,,,Double Fine Productions,Teknopants,Rating Pending,2019,up to 4 players,,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/samurai-gunn-2-switch,,2019-05-15 08:04:09
Pandemic,Nintendo Switch,,,,,,Asmodee Digital,,Rating Pending,2019,up to 4 players,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/pandemic-switch,http://www.asmodee-digital.com/en/pandemic/,2019-05-15 08:04:09
Killer Queen Black,Nintendo Switch,,,,,,"Liquid Bit, LLC","Liquid Bit, LLC",Everyone,2019,up to 8 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,https://www.nintendo.com/games/detail/killer-queen-black-switch,http://www.killerqueenblack.com/,2019-05-15 08:04:10
Police Stories,Nintendo Switch,$14.99,True,,,,HYPETRAIN DIGITAL,Mighty Morgan,Teen,2019,up to 2 players,121 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/police-stories-switch,http://policestoriesgame.com/,2019-05-15 08:04:10
King of the Hat,Nintendo Switch,,,,,,Business Corp. Incorporated,Business Corp. Incorporated,Everyone 10+,2019,up to 4 players,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/king-of-the-hat-switch,http://www.kingofthehat.com/,2019-05-15 08:04:10
Kentucky Route Zero: TV Edition,Nintendo Switch,,,,,,Annapurna Interactive,Cardboard Computer,Rating Pending,2019,1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/kentucky-route-zero-tv-edition-switch,,2019-05-15 08:04:10
Forager,Nintendo Switch,,,,,,Humble Bundle,HopFrog,Everyone,2019,1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/forager-switch,,2019-05-15 08:04:11
Super Meat Boy Forever,Nintendo Switch,,,,,,Team Meat,Team Meat,Teen,TBD,1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/super-meat-boy-forever-switch,http://www.supermeatboy.com/,2019-05-15 08:04:11
Untitled Goose Game,Nintendo Switch,,,,,,Panic,House House,Rating Pending,2019,1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/untitled-goose-game-switch,,2019-05-15 08:04:11
CrossCode,Nintendo Switch,,,,,,Deck 13,Radical Fish Games,Teen,2019,1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/crosscode-switch,,2019-05-15 08:04:11
Dead by Daylight,Nintendo Switch,,,,,,Behaviour Interactive Inc. / Koch Media,Behaviour Interactive,Mature,Fall 2019,up to 5 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/dead-by-daylight-switch,http://www.deadbydaylight.com/,2019-05-15 08:04:12
Overland,Nintendo Switch,,,,,,Finji,Finji,Teen,Fall 2019,1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/overland-switch,http://www.overland-game.com/,2019-05-15 08:04:12
RAD,Nintendo Switch,,,,,,BANDAI NAMCO Entertainment America Inc.,Double Fine,Rating Pending,Summer 2019,1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/rad-switch,,2019-05-15 08:04:12
Neo Cab,Nintendo Switch,,,,,,Fellow Traveller,Chance Agency,Teen,Summer 2019,1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/neo-cab-switch,,2019-05-15 08:04:12
Double Kick Heroes,Nintendo Switch,,,,,,Headbang Club / Plug-In Digital,Headbang Club,Rating Pending,Summer 2019,1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,https://www.nintendo.com/games/detail/double-kick-heroes-switch,,2019-05-15 08:04:13
Creature in the Well,Nintendo Switch,,,,,,Flight School Studio,Flight School Studio,Rating Pending,Summer 2019,1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/creature-in-the-well-switch,,2019-05-15 08:04:13
Swimsanity!,Nintendo Switch,,,,,,Decoy Games,Decoy Games,Everyone 10+,Summer 2019,up to 4 players,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/swimsanity-switch,http://www.swimsanity.com/,2019-05-15 08:04:13
Bloodroots,Nintendo Switch,,,,,,Paper Cult,Paper Cult,Rating Pending,Summer 2019,1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/bloodroots-switch,http://www.bloodrootsgame.com/,2019-05-15 08:04:14
GRID Autosport,Nintendo Switch,,,,,,Codemasters Software Company Limited,Feral Interactive,Everyone,Summer 2019,To be determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/grid-autosport-switch,http://www.feralinteractive.com/en/switch-games/gridautosport/,2019-05-15 08:04:14
ONINAKI,Nintendo Switch,,,,,,Square Enix,Tokyo RPG Factory,Rating Pending,Summer 2019,1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/oninaki-switch,,2019-05-15 08:04:14
Pine,Nintendo Switch,,,,,,Kongregate,Twirlbound,Everyone 10+,August 2019,1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/pine-switch,,2019-05-15 08:04:14
Bloodstained: Ritual of the Night,Nintendo Switch,,,,,,505 Games,ArtPlay,Teen,Summer 2019,1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/bloodstained-ritual-of-the-night-switch,https://505games.com/games/bloodstained/,2019-05-15 08:04:15
Wolfenstein: Youngblood,Nintendo Switch,,True,,,,Bethesda Softworks,MachineGames,Rating Pending,"Jul 26, 2019",up to 2 players,,,,,True,True,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/wolfenstein-youngblood-switch,https://wolfenstein.bethesda.net/,2019-05-15 08:04:15
Stranger Things 3: The Game,Nintendo Switch,,,,,,BonusXP / Netflix,BonusXP / Netflix,Rating Pending,"Jul 04, 2019",up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/stranger-things-3-the-game-switch,http://www.strangerthings3thegame.com/,2019-05-15 08:04:15
My Friend Pedro,Nintendo Switch,,,,,,Devolver Digital,Deadtoast,Rating Pending,June 2019,1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/my-friend-pedro-switch,,2019-05-15 08:04:16
We. The Revolution,Nintendo Switch,$19.99,True,,,,Klabater,polyslash,Mature,"Jun 25, 2019",1 player,1.8 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/we-the-revolution-switch,,2019-05-15 08:04:16
Crash Team Racing Nitro-Fueled,Nintendo Switch,,True,,,,Activision,Beenox,Rating Pending,"Jun 21, 2019",up to 4 players,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/crash-team-racing-nitro-fueled-switch,,2019-05-15 08:04:16
Kotodama: The 7 Mysteries of Fujisawa,Nintendo Switch,$29.99,True,True,,,Pqube,,Teen,"Jun 04, 2019",1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,True,,,https://www.nintendo.com/games/detail/kotodama-the-7-mysteries-of-fujisawa-switch,,2019-05-15 08:04:16
Mowin' & Throwin',Nintendo Switch,$14.99,True,,,,House Pixel Games,House Pixel Games,Everyone,"May 31, 2019",up to 4 players,708 MB,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/mowin-and-throwin-switch,,2019-05-15 08:04:17
Super Arcade Soccer,Nintendo Switch,$6.99,True,,,,EnjoyUp Games,EnjoyUp Games,Everyone,"May 31, 2019",up to 2 players,236 MB,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,https://www.nintendo.com/games/detail/super-arcade-soccer-switch,,2019-05-15 08:04:17
Golem Gates,Nintendo Switch,$24.99,True,,,,Digerati,Laser Guided Games,Everyone 10+,"May 31, 2019",up to 4 players,10.7 GB,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/golem-gates-switch,,2019-05-15 08:04:17
Cadence of Hyrule - Crypt of the NecroDancer Featuring the Legend of Zelda,Nintendo Switch,,,,,,Nintendo,Brace Yourself Games,Everyone,Spring 2019,up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,https://www.nintendo.com/games/detail/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda-switch,,2019-05-15 08:04:17
Ages of Mages: The last keeper,Nintendo Switch,$11.99,True,,,,YFC games,YFC games,Everyone 10+,"May 30, 2019",up to 4 players,2.2 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/ages-of-mages-the-last-keeper-switch,,2019-05-15 08:04:18
Super Cane Magic ZERO,Nintendo Switch,$24.99,True,,,,Intragames,"Studio Evil , 
                    
                        Sio",Everyone 10+,"May 30, 2019",up to 4 players,1.9 GB,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/super-cane-magic-zero-switch,,2019-05-15 08:04:18
Crystal Crisis,Nintendo Switch,$29.99,True,True,,,Nicalis,,Everyone 10+,"May 28, 2019",up to 4 players,1.4 GB,True,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/crystal-crisis-switch,,2019-05-15 08:04:18
Among the Sleep - Enhanced Edition,Nintendo Switch,$24.99,True,True,,,Soedesco,Krillbite Studio,Teen,"May 28, 2019",1 player,1.0 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,https://www.nintendo.com/games/detail/among-the-sleep-enhanced-edition-switch,,2019-05-15 08:04:18
Lapis x Labyrinth,Nintendo Switch,$29.99,True,,,,NIS America,,Everyone 10+,"May 28, 2019",1 player,714 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/lapis-x-labyrinth-switch,,2019-05-15 08:04:19
Little Friends: Dogs & Cats,Nintendo Switch,$49.99,True,True,,,Sold Out,,Everyone,"May 27, 2019",1 player,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/little-friends-dogs-and-cats-switch,https://soldout.uk.com/little-friends-dogs-and-cats/,2019-05-15 08:04:19
Back in 1995,Nintendo Switch,$9.99,True,,,,Ratalaika Games,Throw the warped code out,Teen,"May 24, 2019",1 player,87 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/back-in-1995-switch,,2019-05-15 08:04:19
Skelly Selest,Nintendo Switch,$9.99,True,,,,Digerati,,Teen,"May 24, 2019",1 player,94 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/skelly-selest-switch,,2019-05-15 08:04:20
WONDER BOY RETURNS REMIX,Nintendo Switch,$14.99,True,,,,CFK,,Everyone,"May 23, 2019",1 player,600 MB,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/wonder-boy-returns-remix-switch,,2019-05-15 08:04:20
American Fugitive,Nintendo Switch,$19.99,True,,,,Curve Digital,Fallen Tree Games,Teen,"May 23, 2019",1 player,815 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/american-fugitive-switch,,2019-05-15 08:04:20
Star Sky,Nintendo Switch,$4.99,True,,,,Active Gaming Media,,Everyone,"May 23, 2019",1 player,133 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/star-sky-switch,,2019-05-15 08:04:20
